provider_id,agency,address,city,state,zip_code,total_episodes,distinct_beneficiaries,total_visits_episode,sn_episode,pt_episode,ot_episode,st_episode,hha_episode,msw_episode,total_charge,medicare_payment,expected_payment,outlier_payment,lupa_episodes,lupa_payment,age,num_male,num_female,non_dual,dual,white,black,asian,hispanic,alaskan,unknown_race,hcc_score,atrial_fib,alzheimer,asthma,cancer,chf,kidney_disease,copd,depression,diabetes,hyperlipidemia,hypertension,ihd,osteoporosis,ra_oa,schizophrenia,stroke
679097,ACC HEALTH SERVICES INC,6001 SAVOY SUITE 501,HOUSTON,TX,77036,278,110,18.8,10.0,7.0,0.8,0.1,0.9,0.0,785423,900516,915535,2.4,82.65297817240103,37005.32767333738,81,37.0,73.0,20.0,90.0,17.0,62.85785306573375,78.0,42.95054822107854,0.0,5.6916133884919144,2.55,0.09091,0.62727,0.29091,0.09091,0.44545,0.62727,0.34545,0.20909,0.63636,0.64545,0.6981227322404372,0.63636,0.25455,0.65455,0.01818,0.07272999999999999
677657,HUNT REGIONAL HOME CARE,4001 RIDGECREST ROAD,GREENVILLE,TX,75402,391,215,25.0,11.4,6.7,0.5,0.5,5.6,0.4,1332311,1398716,1355155,6.0,82.0,31744.0,76,85.0,130.0,178.0,37.0,195.0,13.0,0.0,42.95054822107854,1.333392101551481,5.6916133884919144,1.96,0.19535,0.36744,0.36744,0.13953,0.45116000000000006,0.53023,0.36279,0.43721000000000004,0.42791,0.64651,0.6981227322404372,0.5814,0.12558,0.53488,0.06512000000000001,0.14884
59582,NOYAN HOME HEALTH CARE INC.,520 EAST BROADWAY  SUITE 300,GLENDALE,CA,91205,528,234,17.8,11.3,6.1,0.0,0.0,0.4,0.0,1362229,2175019,1710825,7.0,82.65297817240103,37005.32767333738,73,102.0,132.0,18.0,216.0,147.0,11.0,24.0,29.0,0.0,23.0,1.96,0.04701,0.38461999999999996,0.37179,0.0812,0.40598,0.4188,0.35896999999999996,0.62393,0.5128199999999999,0.69231,0.6981227322404372,0.5436718439253556,0.2094,0.5990698110211211,0.2735,0.07265
453140,CLOUDVIEW HEALTHCARE,5950 ALAMEDA AVENUE,EL PASO,TX,79905,268,85,12.9,9.7,1.5,0.0,0.1,1.6,0.0,712711,504685,602577,0.0,20.0,6203.0,76,31.0,54.0,44.0,41.0,20.0,62.85785306573375,0.0,62.0,0.0,5.6916133884919144,2.73,0.14118,0.37646999999999997,0.29412,0.035289999999999995,0.34118000000000004,0.47058999999999995,0.27059,0.45882,0.5764699999999999,0.5764699999999999,0.6981227322404372,0.42353,0.17647000000000002,0.7058800000000001,0.09412000000000001,0.058820000000000004
679453,DEVINE HOME HEALTH AGENCY,800 WEST AIRPORT FREEWAY SUITE 514,IRVING,TX,75062,97,20,16.4,9.1,0.6,0.2,0.1,6.4,0.0,197521,175404,181832,0.6,82.65297817240103,37005.32767333738,75,148.88794661476436,240.74767134714307,294.5755592756049,123.72302541470096,309.5790838375108,13.0,0.0,42.95054822107854,0.0,0.0,2.62,0.25,0.35,0.35,0.1,0.65,0.55,0.25,0.55,0.45,0.7,0.6981227322404372,0.65,0.25,0.5990698110211211,0.05,0.05
557597,AMERICAN NURSING HOME HEALTH,"724  E 1ST STREET, SUITE 203",LOS ANGELES,CA,90012,241,70,13.9,9.0,2.6,0.3,0.0,1.9,0.1,668388,666179,543295,3.5,12.0,4660.0,77,27.0,43.0,19.0,51.0,18.0,12.0,11.322109724511419,35.0,0.0,5.6916133884919144,2.88,0.08571000000000001,0.41428999999999994,0.31429,0.15714,0.37143000000000004,0.68571,0.27143,0.4,0.71429,0.65714,0.6981227322404372,0.6,0.2,0.5857100000000001,0.04286,0.12857000000000002
58418,ONECARE HOME HEALTH AND HOSPICE,3350 SHELBY STREET SUITE 370B,ONTARIO,CA,91764,185,119,17.1,11.1,2.8,0.5,0.0,3.2,0.3,500375,516933,457478,1.7,43.0,17226.0,72,45.0,74.0,67.0,52.0,82.0,15.0,11.322109724511419,19.0,1.333392101551481,0.0,4.06,0.21849000000000002,0.28570999999999996,0.45378,0.13445,0.5798300000000001,0.67227,0.40336,0.42017,0.58824,0.5462199999999999,0.6981227322404372,0.63866,0.058820000000000004,0.5462199999999999,0.07562999999999999,0.14286
107177,VISITING NURSE ASSOCIATION OF FLORIDA INC,2400 SE MONTEREY RD  STE 300,STUART,FL,34996,3923,2793,13.8,5.5,6.6,1.0,0.2,0.4,0.1,8846912,12342739,13186654,0.6,448.0,179018.0,79,1352.0,1441.0,2422.0,371.0,2473.0,148.0,11.322109724511419,129.0,1.333392101551481,26.0,2.1,0.30146999999999996,0.29073000000000004,0.4121,0.19441,0.41281999999999996,0.48728999999999995,0.40602,0.33942,0.38668,0.74651,0.6981227322404372,0.65235,0.15109,0.5592600000000001,0.047619999999999996,0.15109
507060,ADVENTIST HEALTH HOME CARE SERVICES,830 SOUTH SECOND AVENUE,WALLA WALLA,WA,99362,287,208,14.2,6.8,6.0,0.0,0.5,0.6,0.2,851552,918262,832649,0.1,52.0,22691.0,82,64.0,144.0,156.0,52.0,198.0,62.85785306573375,11.322109724511419,42.95054822107854,1.333392101551481,0.0,2.0,0.19712000000000002,0.40385,0.27885,0.11538,0.37981,0.37981,0.21635,0.46153999999999995,0.34135,0.49038000000000004,0.6981227322404372,0.40865,0.16827,0.5625,0.03365,0.12019
453110,ALTIMA HEALTHCARE SERVICES INC,11115 MILLS RD #108,CYPRESS,TX,77429,408,114,25.2,10.7,6.8,1.7,0.0,6.0,0.1,1593131,1294780,1343932,0.5,82.65297817240103,37005.32767333738,72,42.0,72.0,61.0,53.0,33.0,21.0,11.322109724511419,54.0,0.0,5.6916133884919144,3.49,0.11404,0.35088,0.37719,0.0614,0.42105,0.70175,0.38595999999999997,0.37719,0.65789,0.74561,0.6981227322404372,0.5436718439253556,0.18420999999999998,0.69298,0.07017999999999999,0.15789
679031,LIBBYS HOME HEALTH CARE,6633 BOULEVARD 26 SUITE 102,NORTH RICHLAND HILLS,TX,76180,130,40,13.5,9.2,1.8,0.4,0.0,2.0,0.0,248677,281710,296681,0.1,82.65297817240103,37005.32767333738,82,148.88794661476436,240.74767134714307,27.0,13.0,23.0,11.0,11.322109724511419,42.95054822107854,0.0,0.0,2.57,0.2,0.525,0.325,0.025,0.7,0.65,0.35,0.425,0.575,0.622411941260745,0.6981227322404372,0.675,0.225,0.6,0.075,0.2
148184,"MCM LOVING HEALTHCARE, INC",1620 PEBBLEWOOD LANE SUITE 232,NAPERVILLE,IL,60563,239,100,12.2,8.5,2.7,0.1,0.0,0.9,0.1,611534,572439,563781,0.0,82.65297817240103,37005.32767333738,70,39.0,61.0,31.0,69.0,14.0,76.0,11.322109724511419,42.95054822107854,0.0,0.0,1.8,0.09,0.26,0.37,0.05,0.36,0.43,0.29,0.39,0.61,0.67,0.6981227322404372,0.6,0.06,0.5990698110211211,0.06,0.13
683149,PINNACLE HOME CARE,14920 CASEY RD STE 124,TAMPA,FL,33624,113,102,15.4,4.5,7.6,2.2,0.3,0.6,0.1,315526,344180,379467,0.0,12.0,5626.0,75,31.0,71.0,60.0,42.0,70.0,11.0,0.0,20.0,1.333392101551481,5.6916133884919144,2.16,0.20588,0.38235,0.35294000000000003,0.08824,0.37255,0.5098,0.32353000000000004,0.5,0.4902,0.6862699999999999,0.6981227322404372,0.53922,0.16667,0.6470600000000001,0.12745,0.21569000000000002
58466,"ADVENT HEALTHCARE SERVICES, INC","3333 S BREA CANYON RD, STE 123",DIAMOND BAR,CA,91765,476,338,17.2,12.1,4.1,0.2,0.0,0.6,0.2,1252082,1680150,1354031,7.3,36.0,16325.0,76,147.0,191.0,158.0,180.0,166.0,34.0,32.0,98.0,1.333392101551481,5.6916133884919144,2.39,0.19230999999999998,0.41716000000000003,0.35207,0.13018,0.47041000000000005,0.5355,0.31656999999999996,0.45561999999999997,0.5,0.6420100000000001,0.6981227322404372,0.56805,0.16864,0.55917,0.14497000000000002,0.1213
397021,COMMONWEALTH HOME HEALTH AND HOSPICE OF WILKES-BAR,900 RUTTER AVENUE SUITE 8,FORTY FORT,PA,18704,1069,632,20.0,11.4,4.4,1.0,0.2,2.9,0.1,3566716,2795675,3173594,2.5,113.0,37751.0,76,247.0,385.0,462.0,170.0,590.0,19.0,11.322109724511419,11.0,0.0,5.6916133884919144,2.14,0.27373000000000003,0.16772,0.40348,0.13291,0.43671000000000004,0.50475,0.37184,0.30222,0.42089,0.70095,0.6981227322404372,0.7136100000000001,0.13608,0.7215199999999999,0.05222,0.10759
497706,JAMES RIVER HOME HEALTH AGENCY,"9100 ARBORETUM PKWY,  SUITE 130",RICHMOND,VA,23236,1209,833,17.2,9.0,5.0,2.3,0.1,0.7,0.1,4735900,3680544,3800317,1.4,145.0,55180.0,75,382.0,451.0,675.0,158.0,588.0,222.0,11.322109724511419,11.0,0.0,5.6916133884919144,2.27,0.23289,0.26291,0.41056000000000004,0.14645999999999998,0.41417,0.54382,0.38295,0.40815999999999997,0.47418999999999994,0.68187,0.6981227322404372,0.5918399999999999,0.09844,0.509,0.061220000000000004,0.11164
677823,CORNERSTONE HOME HEALTH,2611 EAST 29TH STREET,BRYAN,TX,77802,550,245,23.1,13.1,3.8,0.7,0.0,5.2,0.3,1775222,1630643,1611827,7.3,20.0,7297.0,79,84.0,161.0,167.0,78.0,172.0,28.0,11.322109724511419,40.0,1.333392101551481,5.6916133884919144,2.2,0.2,0.45306,0.28163,0.12245,0.43265,0.46531000000000006,0.28163,0.45714,0.4,0.69796,0.6981227322404372,0.71429,0.15102000000000002,0.73469,0.06939,0.0898
747448,EASTGATE HEALTHCARE SERVICES INC,4606 FM 1960 WEST ROAD STE 305,HOUSTON,TX,77069,86,24,16.2,8.0,3.9,0.1,0.0,4.2,0.0,157400,244058,254067,0.0,82.65297817240103,37005.32767333738,77,12.0,12.0,294.5755592756049,123.72302541470096,309.5790838375108,19.0,11.322109724511419,42.95054822107854,0.0,5.6916133884919144,2.04,0.04167,0.20833000000000002,0.16667,0.08333,0.375,0.625,0.16667,0.375,0.66667,0.622411941260745,0.6981227322404372,0.70833,0.16667,0.41667,0.08333,0.04167
148204,"SIMPLY HOME HEALTH, LLC",2908 N LINCOLN AVE,CHICAGO,IL,60657,736,284,19.9,3.1,14.7,0.6,0.4,1.1,0.0,3754627,3189978,3202779,0.0,29.0,12563.0,83,81.0,203.0,202.0,82.0,250.0,14.0,11.322109724511419,42.95054822107854,1.333392101551481,5.6916133884919144,2.06,0.2007,0.67606,0.26761,0.11268,0.48239,0.41901000000000005,0.23592,0.5493,0.38028,0.59859,0.6981227322404372,0.43662,0.2007,0.70423,0.12675999999999998,0.12675999999999998
248091,ALLINA HEALTH HOME HEALTH,"1055 WESTGATE DRIVE, SUITE 100",SAINT PAUL,MN,55114,6738,5155,18.4,8.1,5.4,2.5,0.3,1.9,0.2,23299717,23665789,22049692,0.6,944.0,428274.0,78,1900.0,3255.0,4293.0,862.0,4795.0,158.0,53.0,67.0,19.0,63.0,2.07,0.1808,0.23006999999999997,0.29583000000000004,0.16935,0.35829,0.52008,0.24985,0.38409,0.34258,0.53463,0.6981227322404372,0.44306,0.13249,0.39224000000000003,0.04481,0.09738
747621,A PRIME MEDICAL HOME HEALTH INC,"13419 U.S. HWY 290 EAST BLD#11  UNIT C,D",MANOR,TX,78653,44,13,10.5,8.3,0.5,0.0,0.0,1.7,0.0,59780,92845,97197,0.0,0.0,37005.32767333738,72,148.88794661476436,240.74767134714307,294.5755592756049,123.72302541470096,309.5790838375108,62.85785306573375,0.0,42.95054822107854,0.0,0.0,1.47,0.15385,0.23076999999999998,0.30769,0.0,0.15385,0.23076999999999998,0.23076999999999998,0.38461999999999996,0.61538,0.622411941260745,0.6981227322404372,0.53846,0.07692,0.61538,0.0,0.0
287123,PRIME HOME CARE,7253 GROVER STREET,OMAHA,NE,68124,138,108,18.3,7.8,8.7,0.3,0.0,1.4,0.0,253553,439766,461016,0.1,16.0,8245.0,71,56.0,52.0,55.0,53.0,95.0,62.85785306573375,11.322109724511419,42.95054822107854,1.333392101551481,5.6916133884919144,2.27,0.14815,0.36111,0.37037,0.07407000000000001,0.38889,0.58333,0.37037,0.48148,0.52778,0.51852,0.6981227322404372,0.43518999999999997,0.08333,0.50926,0.38889,0.06481
368146,"LOVE'N COMFORT HOME HEALTH CARE, LLC",6050 CLEVELAND AVENUE,COLUMBUS,OH,43231,170,45,25.4,12.8,1.7,0.5,0.6,9.8,0.0,544443,367030,398949,5.9,82.65297817240103,37005.32767333738,77,148.88794661476436,240.74767134714307,19.0,26.0,42.0,62.85785306573375,0.0,0.0,0.0,5.6916133884919144,2.38,0.15556,0.44443999999999995,0.62222,0.08889,0.5111100000000001,0.71111,0.55556,0.44443999999999995,0.64444,0.68889,0.6981227322404372,0.53333,0.24444000000000002,0.73333,0.06667000000000001,0.2
109775,ENCOMPASS HOME HEALTH OF FLORIDA,1635 E HIGHWAY 50 SUITE 200-C,CLERMONT,FL,34711,944,518,22.9,8.7,8.1,5.1,0.4,0.4,0.1,4982623,3485686,3863491,1.5,41.0,13812.0,81,206.0,312.0,444.0,74.0,467.0,15.0,11.322109724511419,27.0,0.0,5.6916133884919144,2.0,0.22394,0.54633,0.31853000000000004,0.16795,0.38224,0.48841999999999997,0.31274,0.48263,0.45753,0.7316600000000001,0.6981227322404372,0.56757,0.12548,0.69884,0.08687,0.12162
679589,AVAILABLE HOME CARE INC,"3630 W PIONEER PARKWAY, STE 115",ARLINGTON,TX,76013,109,33,14.0,8.3,2.4,0.8,0.4,2.0,0.0,233014,250556,258666,1.2,82.65297817240103,37005.32767333738,75,12.0,21.0,22.0,11.0,15.0,14.0,0.0,42.95054822107854,0.0,5.6916133884919144,3.13,0.21211999999999998,0.42423999999999995,0.45455,0.12120999999999998,0.57576,0.5280110652446676,0.48485,0.48485,0.60606,0.622411941260745,0.6981227322404372,0.66667,0.12120999999999998,0.60606,0.0303,0.18182
297214,"FIRST ACCESS HEALTHCARE PROVIDERS, INC","9788 GILESPIE STREET, SUITE 417",LAS VEGAS,NV,89183,132,83,18.9,9.8,6.6,1.4,0.1,0.9,0.1,383252,466373,405719,0.4,82.65297817240103,37005.32767333738,74,36.0,47.0,40.0,43.0,35.0,62.85785306573375,15.0,21.0,1.333392101551481,5.6916133884919144,2.05,0.09639,0.38554,0.44578,0.03614,0.40963999999999995,0.5542199999999999,0.40963999999999995,0.42168999999999995,0.57831,0.7469899999999999,0.6981227322404372,0.53012,0.12047999999999999,0.7108399999999999,0.10843,0.14458
457656,COGDELL HOME HEALTH SERVICES,5301 TRINITY BLVD SUITE F,SNYDER,TX,79549,141,76,21.9,12.2,5.2,0.0,0.0,5.3,0.0,434645,320528,377370,1.3,82.65297817240103,37005.32767333738,81,27.0,49.0,57.0,19.0,65.0,62.85785306573375,0.0,42.95054822107854,0.0,0.0,1.76,0.10525999999999999,0.28947,0.42105,0.17105,0.53947,0.39474000000000004,0.34210999999999997,0.27631999999999995,0.30263,0.52632,0.6981227322404372,0.57895,0.11842000000000001,0.64474,0.0,0.06579
239086,BLISS HOME HEALTH CARE,28091 DEQUINDRE ROAD STE 105,MADISON HEIGHTS,MI,48071,38,38,11.4,3.4,7.1,0.7,0.0,0.0,0.2,102793,92766,102382,0.0,82.65297817240103,37005.32767333738,70,16.0,22.0,15.0,23.0,309.5790838375108,31.0,0.0,0.0,0.0,5.6916133884919144,2.09,0.052629999999999996,0.39474000000000004,0.63158,0.052629999999999996,0.52632,0.28947,0.52632,0.5526300000000001,0.60526,0.63158,0.6981227322404372,0.71053,0.052629999999999996,0.5990698110211211,0.13158,0.13158
59409,"HOME HEALTH PLUS SERVICES, INC","50 EAST FOOTHILL BLVD, STE 201",ARCADIA,CA,91006,813,345,16.3,11.4,4.3,0.2,0.0,0.3,0.1,2380123,2932635,2299895,6.7,19.0,9117.0,79,108.0,237.0,203.0,142.0,162.0,83.0,37.0,53.0,1.333392101551481,5.6916133884919144,2.52,0.21159,0.33623000000000003,0.45216999999999996,0.08406,0.50725,0.5130399999999999,0.45216999999999996,0.30435,0.5623199999999999,0.64928,0.6981227322404372,0.55652,0.2,0.58841,0.06667000000000001,0.14203
267589,PYRAMID HOME HEALTH SERVICES,"1523 W BUSINESS HWY 60, SUITE 5",DEXTER,MO,63841,1243,799,17.8,8.8,5.0,2.8,0.1,1.0,0.0,3500128,3513913,4172820,0.1,161.0,48525.0,73,338.0,461.0,418.0,381.0,731.0,59.0,11.322109724511419,42.95054822107854,1.333392101551481,5.6916133884919144,2.24,0.19775,0.26783,0.47935,0.12891,0.42553,0.49437,0.47935,0.43428999999999995,0.48811000000000004,0.64581,0.6981227322404372,0.55194,0.1164,0.62703,0.10013,0.1239
327089,PMS COMMUNITY HOME HEALTH CARE,1400 CHAMA AVENUE,SANTA FE,NM,87505,352,312,12.8,4.5,5.3,1.3,0.4,1.1,0.2,795394,1058011,1057009,0.3,30.0,12660.0,77,119.0,193.0,268.0,44.0,208.0,62.85785306573375,11.322109724511419,91.0,1.333392101551481,5.6916133884919144,1.61,0.15385,0.25321,0.25961999999999996,0.16025999999999999,0.29486999999999997,0.33974,0.22436,0.33654,0.29486999999999997,0.48718,0.72436,0.29486999999999997,0.16667,0.65705,0.01923,0.07692
377682,"MASHOVIN HOME HEALTH CARE, INC",12131 E SKELLY DRIVE,TULSA,OK,74128,189,53,13.5,6.9,2.1,0.8,0.2,3.6,0.0,350450,365488,443702,0.8,13.0,4172.0,75,14.0,39.0,18.0,35.0,26.0,25.0,0.0,0.0,1.333392101551481,5.6916133884919144,2.19,0.18868,0.39623,0.41508999999999996,0.11320999999999999,0.50943,0.60377,0.37736,0.45283,0.5471699999999999,0.66038,0.6981227322404372,0.5471699999999999,0.16981,0.5990698110211211,0.09434,0.15094000000000002
59685,"FREEDOM HOME HEALTH AND HOSPICE CARE SERVICES, INC","825 9TH ST, SUITE B1",MARYSVILLE,CA,95901,96,85,15.5,7.3,5.8,1.6,0.1,0.5,0.2,439501,323302,284889,0.1,15.0,8910.0,81,33.0,52.0,53.0,32.0,61.0,62.85785306573375,13.0,42.95054822107854,1.333392101551481,5.6916133884919144,2.6,0.21176,0.43528999999999995,0.29412,0.12941,0.49412,0.52941,0.25882,0.30588000000000004,0.52941,0.6352899999999999,0.6981227322404372,0.48235,0.18824000000000002,0.62353,0.07059,0.11765
557747,"ASIAN NETWORK PACIFIC HOME CARE, INC","212 9TH STREET, SUITE 205",OAKLAND,CA,94607,587,481,17.1,9.0,4.7,0.9,0.2,1.8,0.5,2842596,2588788,1650109,0.1,126.0,80246.0,81,173.0,308.0,82.0,399.0,24.0,13.0,411.0,26.0,1.333392101551481,5.6916133884919144,1.95,0.19543,0.41996000000000006,0.2079,0.10603,0.29314,0.5405399999999999,0.18295,0.23701,0.44075,0.6049899999999999,0.6981227322404372,0.38045999999999996,0.23076999999999998,0.37006,0.03119,0.15385
377742,HCIPS IN-HOME SERVICES OF TULSA,"103 NORTH WALNUT STREET, SUITE B",SALLISAW,OK,74955,547,172,15.2,8.5,4.8,0.5,0.2,1.2,0.0,1364335,1273643,1551684,0.2,35.0,10577.0,70,49.0,123.0,26.0,146.0,124.0,32.0,11.322109724511419,0.0,14.0,5.6916133884919144,2.54,0.10465,0.27326,0.53488,0.052329999999999995,0.44766999999999996,0.53488,0.49418999999999996,0.47673999999999994,0.51744,0.48256000000000004,0.6981227322404372,0.54651,0.06395,0.6279100000000001,0.08721,0.13372
59357,"ST JAMES HOME HEALTH, INC","16 CORNING AVENUE, SUITE 246",MILPITAS,CA,95035,51,44,8.2,7.6,0.4,0.1,0.0,0.2,0.0,57841,165547,105872,0.0,82.65297817240103,37005.32767333738,72,19.0,25.0,12.0,32.0,20.0,62.85785306573375,11.322109724511419,42.95054822107854,0.0,5.6916133884919144,2.03,0.02273,0.54545,0.29545,0.06817999999999999,0.34091,0.40909,0.22726999999999997,0.59091,0.43182,0.45455,0.6981227322404372,0.22726999999999997,0.09091,0.5990698110211211,0.43182,0.02273
277033,CLARK FORK VALLEY HOME HEALTH,10 KRUGER ROAD,PLAINS,MT,59859,66,51,16.4,8.5,4.4,0.5,0.0,2.9,0.0,133590,169281,177382,0.0,82.65297817240103,37005.32767333738,75,24.0,27.0,38.0,13.0,46.0,0.0,0.0,42.95054822107854,1.333392101551481,5.6916133884919144,1.4,0.07843,0.13725,0.23529,0.09804,0.27451,0.52941,0.21569000000000002,0.23529,0.41176,0.43137,0.72549,0.37255,0.03922,0.52941,0.01961,0.058820000000000004
557613,GRACE HOME HEALTH CARE,1739 TERMINO AVE,LONG BEACH,CA,90815,1332,520,20.2,13.4,2.7,0.9,0.0,3.0,0.1,6570020,4743126,3687896,8.9,91.0,42103.0,76,203.0,317.0,244.0,276.0,286.0,71.0,43.0,109.0,1.333392101551481,5.6916133884919144,3.09,0.22885,0.37885,0.40192,0.13462000000000002,0.49808,0.60385,0.39615,0.46538,0.6096199999999999,0.6403800000000001,0.6981227322404372,0.58654,0.14423,0.5634600000000001,0.14038,0.17692
147585,HOME HEALTH CARE PLUS  INC.,514 COURT STREET,PEKIN,IL,61554,51,48,12.3,5.2,4.6,0.5,0.0,2.0,0.0,92232,117244,131625,0.0,82.65297817240103,37005.32767333738,81,22.0,26.0,294.5755592756049,123.72302541470096,47.0,0.0,0.0,0.0,1.333392101551481,5.6916133884919144,2.64,0.3125,0.54167,0.27083,0.16667,0.52083,0.60417,0.3125,0.33333,0.47917,0.625,0.6981227322404372,0.41667,0.16667,0.52083,0.0625,0.04167
